side_length,board_size,matchup,player_policy,enemy_policy,winner,win_reason,final_round,threshold_60,player_first_rounds,enemy_first_rounds,p_controlled,e_controlled,p_non_core,e_non_core,neutral_fields,build,raid,raid_takeovers,raid_absorbed_by_shield,fortify,rebuild,field_upgrade,core_upgrade,wait,p_build,p_raid,p_fortify,p_rebuild,p_wait,e_build,e_raid,e_fortify,e_rebuild,e_wait,p_holz_waste,p_stein_waste,p_korn_waste,e_holz_waste,e_stein_waste,e_korn_waste,p_holz,p_stein,p_korn,e_holz,e_stein,e_korn,final_shielded_fields,final_shield_points,final_max_shield
4,37,utility_balancer_vs_phase_player,utility_balancer,phase_player,player,full_board_majority,27,23,14,13,19,18,18,17,0,33,60,36,24,42,1,9,2,13,19,24,25,1,7,14,36,17,0,6,28,20,9,17,82,83,10,12,3,4,12,12,13,16,3
4,37,utility_balancer_vs_rusher,utility_balancer,rusher,enemy,territory,44,23,22,22,12,23,11,22,2,31,136,109,27,35,6,10,2,40,19,50,35,6,11,12,86,0,0,29,63,4,16,10,5,302,12,3,12,7,10,9,4,6,2
4,37,utility_balancer_vs_utility_balancer,utility_balancer,utility_balancer,player,full_board_majority,17,23,9,8,19,18,18,17,0,33,9,7,2,35,1,5,2,13,18,5,16,0,7,15,4,19,1,6,0,19,3,2,9,9,4,12,5,12,12,11,17,33,3
4,37,utility_balancer_vs_utility_fortifier,utility_balancer,utility_fortifier,player,full_board_majority,22,23,11,11,21,16,20,15,0,33,23,9,14,54,2,7,2,10,18,7,31,0,5,15,16,23,2,5,22,30,10,33,8,26,4,12,11,12,10,7,17,38,3
4,37,utility_balancer_vs_utility_opportunist,utility_balancer,utility_opportunist,enemy,full_board_majority,24,23,12,12,17,20,16,19,0,33,22,20,2,64,1,6,2,14,19,8,32,0,7,14,14,32,1,7,33,40,12,60,38,5,4,12,12,12,12,0,27,62,3
4,37,utility_fortifier_vs_phase_player,utility_fortifier,phase_player,player,full_board_majority,25,23,13,12,19,18,18,17,0,33,43,25,18,42,1,12,2,14,20,17,25,1,8,13,26,17,0,6,6,6,12,6,48,96,3,12,2,7,12,12,17,21,3
4,37,utility_fortifier_vs_rusher,utility_fortifier,rusher,enemy,territory,30,23,15,15,9,23,8,22,5,28,77,61,16,19,3,10,2,37,20,24,19,3,11,8,53,0,0,26,18,5,1,19,5,135,9,2,12,11,10,6,1,1,1
4,37,utility_fortifier_vs_utility_balancer,utility_fortifier,utility_balancer,enemy,full_board_majority,17,23,9,8,18,19,17,18,0,33,6,3,3,36,1,8,2,11,17,3,17,1,6,16,3,19,0,5,0,3,11,2,15,3,4,12,12,12,12,12,15,33,3
4,37,utility_fortifier_vs_utility_fortifier,utility_fortifier,utility_fortifier,enemy,full_board_majority,22,23,11,11,18,19,17,18,0,33,20,10,10,58,1,6,2,10,16,8,31,0,5,17,12,27,1,5,32,34,4,30,14,12,4,12,12,12,12,2,22,48,3
4,37,utility_fortifier_vs_utility_opportunist,utility_fortifier,utility_opportunist,player,full_board_majority,18,23,9,9,19,18,18,17,0,33,10,6,4,41,3,8,2,11,17,3,22,1,6,16,7,19,2,5,10,2,19,12,24,2,4,12,0,8,12,4,17,37,3
4,37,utility_opportunist_vs_phase_player,utility_opportunist,phase_player,enemy,full_board_majority,23,23,12,11,18,19,17,18,0,33,44,29,15,33,0,11,2,13,19,18,20,0,7,14,26,13,0,6,6,26,1,0,35,82,11,12,4,3,12,12,12,16,3
4,37,utility_opportunist_vs_rusher,utility_opportunist,rusher,enemy,territory,28,23,14,14,13,23,12,22,1,32,71,57,14,16,3,5,2,35,24,22,16,3,11,8,49,0,0,24,6,3,9,7,0,119,12,12,9,12,10,9,0,0,0
4,37,utility_opportunist_vs_utility_balancer,utility_opportunist,utility_balancer,player,full_board_majority,19,23,10,9,19,18,18,17,0,33,15,13,2,42,1,5,2,13,18,8,20,0,7,15,7,22,1,6,19,25,1,18,11,9,4,12,1,12,12,11,21,40,3
4,37,utility_opportunist_vs_utility_fortifier,utility_opportunist,utility_fortifier,player,full_board_majority,21,23,11,10,19,18,18,17,0,33,16,12,4,56,0,7,2,10,15,11,28,0,5,18,5,28,0,5,43,31,0,10,25,7,4,12,3,4,12,12,24,52,3
4,37,utility_opportunist_vs_utility_opportunist,utility_opportunist,utility_opportunist,enemy,full_board_majority,22,23,11,11,18,19,17,18,0,33,21,21,0,53,0,6,2,14,17,10,25,0,7,16,11,28,0,7,27,34,8,43,32,4,12,12,12,4,12,1,24,53,3
5,61,phase_player_vs_phase_player,phase_player,phase_player,player,full_board_majority,58,37,29,29,31,30,30,29,0,57,147,113,34,54,14,49,2,21,28,77,23,6,12,29,70,31,8,9,93,113,804,42,73,631,12,12,12,0,12,11,20,20,1
5,61,phase_player_vs_rusher,phase_player,rusher,enemy,territory,102,37,51,51,23,37,22,36,1,56,291,260,31,39,55,55,2,111,33,124,39,55,27,23,167,0,0,84,5,93,1584,16,379,2377,12,4,12,2,12,6,8,8,1
5,61,phase_player_vs_utility_balancer,phase_player,utility_balancer,player,full_board_majority,49,37,25,24,32,29,31,28,0,57,117,67,50,85,0,14,2,17,21,68,36,0,8,36,49,49,0,9,49,76,487,121,50,214,0,4,8,0,12,12,26,34,3
5,61,phase_player_vs_utility_fortifier,phase_player,utility_fortifier,player,full_board_majority,98,37,49,49,33,28,32,27,0,57,374,281,93,129,0,8,2,18,24,185,70,0,8,33,189,59,0,10,290,225,1229,567,125,315,0,12,8,12,12,4,23,27,3
5,61,phase_player_vs_utility_opportunist,phase_player,utility_opportunist,player,full_board_majority,53,37,27,26,31,30,30,29,0,57,154,114,40,75,0,13,2,16,21,81,37,0,8,36,73,38,0,8,48,65,504,139,109,240,10,3,7,0,12,11,25,33,3
5,61,rusher_vs_phase_player,rusher,phase_player,enemy,full_board_majority,96,37,48,48,28,33,27,32,0,57,261,233,28,36,53,55,2,110,25,145,0,2,89,32,116,36,51,21,28,74,1589,110,99,2090,0,10,12,12,12,7,8,8,1
5,61,rusher_vs_rusher,rusher,rusher,enemy,territory,74,37,37,37,2,37,1,36,22,35,192,192,0,0,5,8,2,197,16,88,0,2,109,19,104,0,3,88,0,0,191,10,2,788,1,6,8,3,9,10,0,0,0
5,61,rusher_vs_utility_balancer,rusher,utility_balancer,player,territory,109,37,55,54,37,16,36,15,8,49,425,348,77,109,3,13,2,50,17,260,0,0,45,32,165,109,3,5,344,34,1047,391,129,363,5,12,8,12,1,12,8,18,3
5,61,rusher_vs_utility_fortifier,rusher,utility_fortifier,player,territory,63,37,32,31,37,22,36,21,2,55,247,222,25,30,0,6,2,35,11,148,0,0,28,44,99,30,0,7,368,41,487,118,67,159,12,12,9,12,12,12,0,0,0
5,61,rusher_vs_utility_opportunist,rusher,utility_opportunist,,none,121,37,60,60,31,26,30,25,4,53,506,415,91,107,0,7,2,45,18,304,0,0,35,35,202,107,0,10,159,163,1410,457,180,767,12,12,5,12,12,4,2,5,3
5,61,utility_balancer_vs_phase_player,utility_balancer,phase_player,enemy,territory,50,37,25,25,22,37,21,36,2,55,121,100,21,59,2,19,2,39,26,62,32,2,15,29,59,27,0,24,141,117,221,96,37,509,12,12,12,8,10,5,21,36,3
5,61,utility_balancer_vs_rusher,utility_balancer,rusher,enemy,territory,52,37,26,26,18,37,17,36,6,51,186,161,25,33,0,5,2,32,41,68,33,0,5,10,118,0,0,27,101,50,48,191,16,354,12,12,9,12,12,9,0,0,0
5,61,utility_balancer_vs_utility_balancer,utility_balancer,utility_balancer,player,full_board_majority,51,37,26,25,32,29,31,28,0,57,40,28,12,174,11,7,2,10,28,22,84,8,5,29,18,90,3,5,135,141,283,143,51,314,0,12,12,12,2,12,55,162,3
5,61,utility_balancer_vs_utility_fortifier,utility_balancer,utility_fortifier,enemy,full_board_majority,43,37,22,21,30,31,29,30,0,57,36,23,13,130,10,9,2,12,25,22,63,9,5,32,14,67,1,7,199,71,146,95,53,242,5,0,12,0,2,12,41,117,3
5,61,utility_balancer_vs_utility_opportunist,utility_balancer,utility_opportunist,enemy,full_board_majority,47,37,24,23,28,33,27,32,0,57,53,44,9,139,5,7,2,17,28,27,66,3,12,29,26,73,2,5,115,84,279,188,63,179,10,3,6,0,12,12,44,130,3
5,61,utility_fortifier_vs_phase_player,utility_fortifier,phase_player,enemy,full_board_majority,58,37,29,29,29,32,28,31,0,57,194,157,37,65,0,7,2,22,44,82,31,0,13,13,112,34,0,9,137,33,158,201,361,407,0,12,9,5,12,6,23,24,2
5,61,utility_fortifier_vs_rusher,utility_fortifier,rusher,enemy,territory,74,37,37,37,19,37,18,36,5,52,224,181,43,71,12,20,2,60,28,85,71,12,6,24,139,0,0,54,313,116,289,92,21,810,12,12,12,5,5,8,8,24,3
5,61,utility_fortifier_vs_utility_balancer,utility_fortifier,utility_balancer,player,territory,41,37,21,20,37,19,36,18,5,52,32,25,7,100,9,8,2,39,22,23,59,7,5,30,9,41,2,34,125,83,232,30,31,309,6,12,7,6,12,12,34,93,3
5,61,utility_fortifier_vs_utility_fortifier,utility_fortifier,utility_fortifier,enemy,full_board_majority,61,37,31,30,29,32,28,31,0,57,93,47,46,135,30,20,2,29,20,51,67,20,12,37,42,68,10,17,345,186,243,99,185,570,12,12,7,0,12,2,35,81,3
5,61,utility_fortifier_vs_utility_opportunist,utility_fortifier,utility_opportunist,enemy,full_board_majority,46,37,23,23,29,32,28,31,0,57,40,31,9,152,4,6,2,12,28,20,73,3,7,29,20,79,1,5,147,100,166,131,107,235,12,12,12,0,12,3,52,143,3
5,61,utility_opportunist_vs_phase_player,utility_opportunist,phase_player,enemy,full_board_majority,50,37,25,25,29,32,28,31,0,57,132,88,44,75,0,13,2,20,35,60,39,0,10,22,72,36,0,10,110,79,205,100,125,436,0,12,9,12,12,7,23,26,3
5,61,utility_opportunist_vs_rusher,utility_opportunist,rusher,,none,121,37,60,60,24,29,23,28,8,49,562,507,55,65,2,6,2,34,37,246,65,2,5,12,316,0,0,29,482,284,412,465,112,1118,12,12,6,12,12,7,2,3,2
5,61,utility_opportunist_vs_utility_balancer,utility_opportunist,utility_balancer,enemy,full_board_majority,48,37,24,24,29,32,28,31,0,57,45,31,14,159,5,7,2,11,28,19,83,2,6,29,26,76,3,5,174,86,220,79,91,288,0,12,12,5,1,0,50,145,3
5,61,utility_opportunist_vs_utility_fortifier,utility_opportunist,utility_fortifier,player,full_board_majority,50,37,25,25,32,29,31,28,0,57,67,51,16,153,0,8,2,11,25,34,80,0,5,32,33,73,0,6,222,72,197,162,145,279,0,12,12,12,4,0,48,137,3
5,61,utility_opportunist_vs_utility_opportunist,utility_opportunist,utility_opportunist,enemy,full_board_majority,50,37,25,25,30,31,29,30,0,57,53,44,9,163,4,6,2,13,26,28,79,3,8,31,25,84,1,5,100,76,337,238,85,171,0,12,12,12,12,4,57,154,3
